,K,D,D,D
600a5bf4d9ca200f90967179,2_곰탱이통통#3136,### 1# 직업: 성기사# 대전 방식: 정규# 불사조의 해## 2x (3) 모험의 시작# 1x (4) 시간의 지배자 노즈도르무# 2x (4) 신성화# 2x (5) 알도르 진실탐구자# 2x (5) 약삭빠른 코볼트# 2x (5) 정의의 성서# 2x (7) 괴력의 사나이# 1x (7) 실라스 다크문# 2x (7) 심판의 성서# 1x (8) 신의 축복# 1x (8) 제페토 조이버즈# 1x (9) 사스로바르# 2x (9) 축제 광대# 2x (9) 희망의 성서# 2x (10) 고철장 거수# 1x (10) 노자리# 2x (10) 다크문 토끼# 1x (10) 심연의 신 느조스# 1x (10) 파멸자 이샤라즈# AAECAZ8FCNIEzZsD2p0Dh60D/bYDm9gD/N4DyOEDC9wDtJsDiLEDyrgD6rkD7LkD87sD/tsDveED5uED/eMDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 2# 직업: 흑마법사# 대전 방식: 정규# 불사조의 해## 2x (1) 혼령 간수# 2x (2) 영혼 절단# 2x (3) 검은 하늘# 2x (3) 만아리 춤꾼# 2x (3) 무료 입장# 2x (3) 학교의 혼령# 2x (4) 불 뿜는 기인# 2x (4) 쇄도하는 재앙# 2x (5) 공허 흡수자# 1x (5) 학장 켈투자드# 2x (6) 아라나시 무리어미# 1x (6) 티케투스# 2x (7) 괴력의 사나이# 1x (7) 영혼학자 말리시아# 1x (8) 개조된 공포의 군주# 2x (8) 뒤틀린 황천# 1x (9) 용의 여왕 알렉스트라자# 1x (10) 파멸자 이샤라즈# AAECAcn1AgaRsQPEuQOzzAPP0gP83gPO4QMM2wbalgPrrAOsywO4zgPM0gPN0gOS3gOT3gOV3gPG3gPm4QMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 3# 직업: 주술사# 대전 방식: 정규# 불사조의 해## 1x (0) 번개 개화# 1x (1) 방어구 상인# 1x (1) 퇴화의 화살# 1x (2) 룬 단검# 1x (2) 마녀의 혼합물# 1x (2) 사로잡힌 불사조# 1x (2) 산사태# 1x (2) 성실한 모범생# 1x (2) 우리 결투 관리자# 1x (2) 위대한 제피르스# 1x (3) 교관 파이어하트# 1x (3) 불뱀 제단 차원문# 1x (3) 천리안# 1x (3) 폭풍의 일격# 1x (4) 격류# 1x (4) 라덴의 주먹# 1x (4) 풍덩관# 1x (4) 학교 뜰지기# 1x (5) 라스 프로스트위스퍼# 1x (5) 약삭빠른 코볼트# 1x (5) 하가사의 계략# 1x (6) 심연의 잠복꾼# 1x (7) 늪지여왕 하가사# 1x (7) 실라스 다크문# 1x (7) 지진# 1x (8) 걸어 다니는 샘# 1x (8) 해일# 1x (9) 용의 여왕 알렉스트라자# 1x (10) 산산조각 난 크툰# 1x (10) 운명의 지배자 요그사론# AAECAaoIHrIGrZEDipQDuZkDxZkD/KMDkKcDiLEDkbED5rcD27gDk7kDk8IDpssD4MwD4cwDnM4D0M4DodEDrtID8NQDndgDp94DqN4Dqt4Dv+ADyOEDh+QDieQDkuQDAAA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
600a5bf4d9ca200f90967179,2_MokraniChile#1591,### Pícaro Sigilo# Clase: Pícaro# Formato:Estándar# Año del Fénix## 1x (0) Puñalada# 2x (0) Preparación# 2x (1) Veneno nitropotenciador# 2x (1) Pasadizo secreto# 2x (1) Marinero de los Mares del sur# 2x (1) Infiltrado huargen# 2x (1) Espía maestra# 2x (2) Timo# 2x (2) Sangre fría# 2x (2) Jinete de cangrejos# 1x (2) Guerrero branquiazul# 2x (2) Eviscerar# 2x (2) Delincuente escurridiza# 2x (3) Sabia Corazón Gris# 2x (3) Cimitarra ganchuda# 2x (5) Clase de corte e incisión#AAECAaIHArQB4wUOjALUBYgH4geGCf+lA7m4A8+5A6rLA4rUA/fUA+fdA4HkA5HkAwA=# Para usar este mazo cópialo al portapapeles y crea un nuevo mazo en Hearstone# Encontrar este mazo en https://hsreplay.net/decks/1PBopAXoOSuo40pFy4MZ2c/,### Druida Antárboles# Clase: Druida# Formato:Estándar# Año del Fénix## 2x (0) Flor de relámpagos# 2x (0) Estimular# 2x (1) Estudios naturales# 1x (2) Remontar el viento# 1x (2) Guardas de Senda del Sueño# 2x (2) Eclipse solar# 2x (2) Eclipse lunar# 1x (3) Rugido salvaje# 2x (3) Fortunas fúngicas# 2x (4) Sobrecrecimiento# 2x (4) Alma del bosque# 2x (5) Más ramas# 2x (5) Fuerza de la naturaleza# 2x (5) Enjambre de alebrillas# 2x (5) Aeroponía# 2x (6) Tallado rúnico# 1x (7) Goru el Exuberante#AAECAZICBOYFypwD960D+bUDDf4B/QLtA/ytA+W6A+i6A++6A5vOA5bRA/DUA4ngA4rgA4zkAwA=# Para usar este mazo cópialo al portapapeles y crea un nuevo mazo en Hearstone# Encontrar este mazo en https://hsreplay.net/decks/WyimH0GWxyDgnkZcRGQfke/,### Guerrero Enfurecer# Clase: Guerrero# Formato:Estándar# Año del Fénix## 2x (0) Ira interna# 2x (1) Veneno nitropotenciador# 2x (1) Escudo de honor# 2x (1) Capitana de riesgos# 2x (1) Asaltante aéreo# 2x (2) Ira de batalla# 2x (2) Forjadora de armaduras# 1x (2) Alijo de corsarios# 2x (3) Retadora Mazo de Guerra# 2x (3) Mercenaria jurasangre# 1x (3) Lanza electrificada# 1x (3) Anclarrr# 2x (4) Élite kor'kron# 2x (4) Tragaespadas# 2x (5) Clase de corte e incisión# 2x (7) Bruto Sangre Hirviente# 1x (8) Grommash Grito Infernal#AAECAQcE0gL1qAPerQPAuQMNFhyQA9QE3KkD3a0DpLYDu7kDnLsDkdAD99QDtd4DgeQDAA==# Para usar este mazo cópialo al portapapeles y crea un nuevo mazo en Hearstone# Encontrar este mazo en https://hsreplay.net/decks/HeqMgyqV9cziXdbrRewade/
600a5bf4d9ca200f90967179,2_losefield#3326,### Custom Mage# Class: Mage# Format: Standard# Year of the Phoenix## 2x (1) Elemental Allies# 2x (1) Lab Partner# 2x (1) Magic Trick# 2x (1) Primordial Studies# 2x (1) Ray of Frost# 2x (1) Violet Spellwing# 2x (1) Wand Thief# 2x (2) Conjure Mana Biscuit# 2x (2) Cram Session# 1x (2) Evocation# 2x (2) Imprisoned Phoenix# 2x (2) Mana Cyclone# 2x (2) Sorcerer's Apprentice# 1x (3) Chenvaala# 1x (5) Jandice Barov# 1x (5) Ras Frostwhisper# 2x (8) Mana Giant# AAECAaXDAwT4rAPFuAPQzgPZ0QMN5gSfmwPimwP/nQP7rAP9rAPzrwOFzQPNzgOk0QP30QOF5AOH5AMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Custom Demon Hunter# Class: Demon Hunter# Format: Standard# Year of the Phoenix## 2x (1) Double Jump# 2x (1) Ethereal Augmerchant# 2x (1) Felosophy# 2x (1) Felscream Blast# 2x (1) Illidari Studies# 2x (2) Acidic Swamp Ooze# 1x (2) Bloodmage Thalnos# 2x (2) Chaos Strike# 2x (2) Immolation Aura# 2x (2) Mo'arg Artificer# 2x (2) Spectral Sight# 2x (3) Aldrachi Warblades# 2x (3) Eye Beam# 1x (3) Soul Cleave# 1x (4) Il'gynoth# 1x (4) Raging Felscreamer# 2x (6) Skull of Gul'dan# AAECAbn5AwTtBb27A4TDA9DdAw2KB4e6A9e7A+C+A+m+A8fGA9nGA9XIA9bRA87SA93TA8fdA/PjAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Custom Priest2# Class: Priest# Format: Standard# Year of the Phoenix## 1x (0) Raise Dead # 1x (1) Animated Broomstick# 1x (1) Draconic Studies# 1x (1) Holy Smite# 1x (1) Renew# 1x (1) Wave of Apathy# 1x (2) Insight# 1x (2) Penance# 1x (2) Sethekk Veilweaver# 1x (2) Shadow Word: Death# 1x (2) Thoughtsteal# 1x (2) Wandmaker# 1x (2) Wild Pyromancer# 1x (2) Zephrys the Great# 1x (3) Apotheosis# 1x (3) Breath of the Infinite# 1x (3) Hysteria# 1x (3) Madame Lazul# 1x (3) Mindflayer Kaahrj# 1x (3) Mindrender Illucia# 1x (3) Palm Reading# 1x (4) Cabal Acolyte# 1x (4) Holy Nova# 1x (5) Cobalt Spellkin# 1x (5) Kobold Stickyfinger# 1x (7) Galakrond the Unspeakable# 1x (7) Soul Mirror# 1x (8) Murozond the Infinite# 1x (9) Dragonqueen Alexstrasza# 1x (9) Plague of Death# AAECAafDAx4elwLJBvYH0wrrmwP8owOZqQOfqQPyrAOFrQOBsQOIsQOOsQORsQOTugObugOvugPIvgPIwAPezAOVzQPLzQPXzgPj0QP70QP+0QPi3gP73wP44wMAAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
600a5bf4d9ca200f90967179,2_VELO#3553,### 1# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (0) 내면의 분노# 2x (1) 명예의 방패# 1x (1) 순간가속의 독# 2x (1) 위험천만한 선장# 1x (1) 활기찬 조수# 2x (2) 방어구 제작자# 2x (2) 전투 격노# 1x (2) 해적의 은닉품# 1x (3) 군주 바로브# 2x (3) 전쟁망치 도전자# 2x (3) 폭탄 사육사# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 사신의 낫# 1x (4) 코르크론 정예병# 2x (5) 땡땡이치기# 2x (7) 끓어오르는 피 싸움꾼# 1x (9) 들창엄니# AAECAeP5Awgc/acD3q0DwLkD48wDk9ADq9QDgeQDCxaQA9QE3KkDpLYDq7YDu7kDnLsDkdAD99QDtd4DAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 2# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 기습# 2x (1) 남쪽바다 갑판원# 2x (1) 맹독# 2x (1) 비밀 통로# 2x (1) 순간가속의 독# 2x (1) 첩보원# 2x (2) 약삭빠른 불량아# 2x (2) 절개# 1x (2) 혼절시키기# 1x (3) 곡도# 2x (3) 불페라 독날# 2x (3) 자동 연마 검# 2x (3) 회색심장 현자# 2x (4) 칼날무희# 2x (5) 땡땡이치기# 1x (5) 의사 크라스티노브# 1x (5) 잔다이스 바로브# AAECAaIHBM0D/6UD2dEDqtIDDbQBywPUBYgHubgDz7kDqssDiNADi9ADitQD1dQD99QDgeQDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 3# 직업: 성기사# 대전 방식: 정규# 불사조의 해## 2x (1) 방어구 상인# 1x (1) 살아 움직이는 빗자루# 1x (1) 예지의 구슬# 2x (2) 꽃게 기수# 2x (2) 마법봉 제작자# 2x (2) 붉은비늘 용조련사# 1x (2) 아오욿 아옳으엃# 2x (3) 멀록 전투대장# 2x (3) 미명 낚싯대# 1x (4) 고위 수녀원장 알루라# 2x (4) 비린내 나는 비행사# 2x (4) 서커스 융합체# 1x (4) 시간의 지배자 노즈도르무# 2x (8) 전세 역전이다옳# 2x (9) 축제 광대# 2x (10) 고철장 거수# 1x (10) 다크문 토끼# 1x (10) 심연의 신 느조스# 1x (10) 파멸자 이샤라즈# AAECAYsWCIetA/y4A5XNA4/OA8PRA5vYA/zeA73hAwunCJupA/u4A/O7A/7RA4fUA/7bA/neA/TfA5HkA5LkAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
600a5bf4d9ca200f90967179,2_Calibast#2792,### Prêtre grosses créas# Classe_: Prêtre# Mode_: Standard# Année du Phénix## 2x (1) Rénovation# 2x (1) Vague d’apathie# 1x (2) Mot de l’ombre : Mort# 2x (2) Pénitence# 2x (2) Perspicacité# 1x (3) Brisesprit Illucia# 2x (3) Chiromancie# 2x (3) Souffle de l’Infini# 1x (4) Archimage Vargoth# 2x (4) Nova sacrée# 2x (5) Infiltrateur habile# 2x (6) Défenseur de Khartut# 1x (7) Galakrond l’Indicible# 1x (8) Catrina Muerte# 1x (8) Idole d’Y’Shaarj# 2x (9) Plaie de la mort# 2x (9) Résurrection de masse# 2x (9) Sang de G’huun# AAECAZ/HAgbTCtaZA5ObA8jAA/vRA/zfAwzJBoKUA5mbA6GhA5mpA5+pA/KsA5O6A8vNA+LeA/rfA/vfAwA=# # Pour utiliser ce deck copiez-le dans le presse-papier et créez-en un nouveau dans Hearthstone.,### Libram Crayon# Classe_: Paladin# Mode_: Standard# Année du Phénix## 2x (0) Premier jour d’école# 2x (1) Assistante de l’Aldor# 2x (1) Balai animé# 1x (1) Jongleur de crayon# 2x (2) Amasseur de butin# 1x (2) Bénédiction sancteforge# 2x (2) Libram de sagesse# 2x (2) Main d’A’dal# 1x (2) Murgar Murgargouille# 1x (2) Pyromancien sauvage# 2x (3) Fierté de Salhet# 1x (3) Seigneur Barov# 1x (4) Abbesse supérieure Alura# 1x (5) Bénédiction d’autorité# 2x (5) Cherche-vérité de l’Aldor# 2x (5) Libram de justice# 1x (6) Élève studieux# 1x (7) Dame Liadrin# 1x (7) Libram de jugement# 2x (9) Libram d’espoir# AAECAYsWCvYHipoD/LgDhMEDn80Dk9ADv9EDwNEDw9ED/eMDCvsBlaYDyrgD/bgD6rkD67kD7LkDysEDlc0Dns0DAA==# # Pour utiliser ce deck copiez-le dans le presse-papier et créez-en un nouveau dans Hearthstone.,### Whirlkick Rogue# Classe_: Voleur# Mode_: Standard# Année du Phénix## 2x (0) Attaque sournoise# 2x (0) Pas de l’ombre# 2x (0) Préparation# 2x (1) Amasseur de gros lots# 2x (1) Chat du pharaon# 2x (1) Gel mental# 2x (1) Passage secret# 2x (1) Voleuse de baguettes# 2x (2) Arnaque# 2x (2) Escroc rusé# 2x (2) Éviscération# 2x (2) Maître de la frappe tourbillon# 2x (3) Aventurier en pleine quête# 2x (3) Voyou du M.A.L.# 1x (5) Jandice Barov# 1x (7) Galakrond le Cauchemar# AAECAYO6AgLLwAPZ0QMOtAHtApcGiAeGCY+XA/uiA/WnA6rLA8fOA6TRA9/dA+fdA/PdAwA=# # Pour utiliser ce deck copiez-le dans le presse-papier et créez-en un nouveau dans Hearthstone.
600a5bf4d9ca200f90967179,2_Violet#11983,### Weapon Rogue# Class: Rogue# Format: Standard# Year of the Phoenix## 2x (0) Backstab# 2x (1) Deadly Poison# 2x (1) Nitroboost Poison# 2x (1) Secret Passage# 2x (1) Spymistress# 2x (1) Worgen Infiltrator# 2x (2) Eviscerate# 2x (2) Sap# 2x (2) Sneaky Delinquent# 2x (3) Greyheart Sage# 1x (3) Hooked Scimitar# 2x (3) Self-Sharpening Sword# 2x (4) Dread Corsair# 1x (4) Steeldancer# 2x (5) Cutting Class# 1x (5) Doctor Krastinov# 1x (5) Jandice Barov# AAECAaIHBP+lA4vQA9nRA6rSAw20AcsDzQPuBogH4ge5uAPPuQOqywOK1APV1AP31AOB5AMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Aggro DH# Class: Demon Hunter# Format: Standard# Year of the Phoenix## 2x (1) Battlefiend# 2x (1) Beaming Sidekick# 2x (1) Blazing Battlemage# 2x (1) Demon Companion# 2x (1) Illidari Studies# 2x (1) Intrepid Initiate# 1x (1) Mana Burn# 2x (1) Twin Slice# 2x (2) Felfire Deadeye# 2x (2) Manafeeder Panthara# 2x (2) Wriggling Horror# 2x (3) Aldrachi Warblades# 2x (3) Stiltstepper# 1x (4) Il'gynoth# 1x (4) Kayn Sunfury# 1x (5) Lorekeeper Polkelt# 2x (6) Skull of Gul'dan# AAECAea5AwTaxgPyyQP21gPQ3QMN/acD+a4Dh7oD4LwD2cYD98gD3MwD+84DgtADz90DyuMD8+MDkOQDAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Zoolock # Class: Warlock# Format: Standard# Year of the Phoenix## 2x (0) Raise Dead # 2x (1) Animated Broomstick# 2x (1) Flame Imp# 1x (1) Potion Vendor# 1x (1) Soulfire# 2x (1) Spirit Jailer# 2x (1) Tour Guide# 2x (1) Voidwalker# 2x (1) Wicked Whispers# 2x (2) Darkglare# 1x (2) Expired Merchant# 1x (2) Kanrethad Ebonlocke# 2x (2) Wriggling Horror# 2x (3) Man'ari Mosher# 2x (4) Nightshade Matron# 2x (6) Hand of Gul'dan# 2x (8) Flesh Giant# AAECAf0GBM4H2JgD/aQD1rkDDTDCCLW5A7a5A8u5A5XNA5vNA9fOA8HRA8zSA5PeA9DhA8rjAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
600a5bf4d9ca200f90967179,2_Kiparang#31539,### 무기# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (1) 남쪽바다 갑판원# 1x (1) 늑대인간 침투요원# 2x (1) 맹독# 2x (1) 비밀 통로# 2x (1) 사악한 일격# 2x (1) 순간가속의 독# 2x (1) 첩보원# 2x (2) 약삭빠른 불량아# 2x (2) 절개# 1x (3) 곡도# 2x (3) 자동 연마 검# 2x (3) 회색심장 현자# 2x (4) 공포의 해적# 2x (4) 칼날무희# 2x (5) 땡땡이치기# 1x (5) 의사 크라스티노브# 1x (5) 잔다이스 바로브# AAECAYO6AgTiB/+lA9nRA6rSAw3LA8YF1AXuBogHubgDz7kDqssDi9ADitQD1dQD99QDgeQDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 위니# 직업: 흑마법사# 대전 방식: 정규# 불사조의 해## 2x (0) 시체 되살리기 # 2x (1) 견학 안내자# 2x (1) 공허방랑자# 2x (1) 사악한 속삭임# 2x (1) 살아 움직이는 빗자루# 2x (1) 영혼의 불꽃# 2x (1) 혼령 간수# 2x (1) 화염 임프# 2x (2) 꿈틀거리는 공포# 1x (2) 수상한 장사꾼# 2x (2) 암흑시선# 1x (2) 칸레타드 에본로크# 2x (3) 만아리 춤꾼# 2x (4) 밤그늘 대모# 2x (6) 굴단의 손# 2x (8) 살덩이 거인# AAECAfqUAwL9pAPWuQMOMM4Hwgi1uQO2uQPLuQOVzQObzQPXzgPB0QPM0gOT3gPQ4QPK4wMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 멀록빅# 직업: 성기사# 대전 방식: 정규# 불사조의 해## 2x (1) 살아 움직이는 빗자루# 1x (1) 예지의 구슬# 2x (2) 꽃게 기수# 2x (2) 마법봉 제작자# 2x (2) 붉은비늘 용조련사# 1x (2) 아오욿 아옳으엃# 1x (3) 군주 바로브# 2x (3) 멀록 전투대장# 2x (3) 미명 낚싯대# 1x (4) 고위 수녀원장 알루라# 2x (4) 비린내 나는 비행사# 2x (4) 서커스 융합체# 1x (4) 시간의 지배자 노즈도르무# 2x (8) 전세 역전이다옳# 2x (9) 축제 광대# 2x (10) 고철장 거수# 1x (10) 다크문 토끼# 1x (10) 심연의 신 느조스# 1x (10) 파멸자 이샤라즈# AAECAcOfAwiHrQP8uAOPzgOT0APD0QOb2AP83gO94QMLpwibqQP7uAPzuwOVzQP+0QOH1AP+2wP53gP03wOR5AMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
600a5bf4d9ca200f90967179,2_신지섭#31480,AAECAZ8FBJuuA/y4A4TBA8PRAw3cA5yuA8q4A/24A+q5A+u5A+y5A8rBA57NA7/RA8DRA8rRA+DRAwA=,AAECAbSKAwL5tQOW0QMO/gH9Au0D9wPmBe+iA/ytA+W6A++6A5vOA/DUA4ngA4rgA4zkAwA=,AAECAYO6AgAPtAHLA8YF1AWIB+IH/6UDubgDz7kDqssDitQD99QD390D590DgeQDAA==
600a5bf4d9ca200f90967179,2_Snarky#11975,### Deck de Caçador# Classe: Caçador# Formato: Padrão# Ano da Fênix## 2x (1) Anão Atirador de Elite# 2x (1) Aprimorante Guardião# 2x (1) Infestação Adorável# 2x (1) Iniciado Intrépido# 2x (1) Lebrervo# 1x (1) Maga de Batalha Fulgurante# 2x (1) Mascote Demoníaco# 2x (1) Visita Guiada# 1x (2) Armadilha Congelante# 2x (2) Brigão Mascaosso# 2x (2) Espreitador Fásico# 2x (2) Ingenuidade do Saqueador# 1x (2) Placa de Pressão# 1x (2) Tática de Matilha# 2x (3) Arco Hastáguia# 2x (3) Comando para Matar# 2x (3) Leitora Voraz# AAECAR8EhwSfpQP5rgOkuQMNqAL+DPuvA/yvA/+6A9e+A96+A9zMA5vNA6LOA4LQA8bRA7nSAwA=# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### Deck de Ladino2# Classe: Ladino# Formato: Padrão# Ano da Fênix## 1x (0) Preparação# 2x (0) Punhalada pelas Costas# 2x (1) Encantador de Canetas# 2x (1) Espiã-Chefe# 2x (1) Golpe Sinistro# 2x (1) Passagem Secreta# 1x (1) Praga da Loucura# 2x (1) Veneno Mortal# 2x (1) Veneno Nitropropulsor# 2x (2) Aturdir# 2x (2) Delinquente Furtiva# 2x (2) Eviscerar# 2x (2) Falcatrua# 2x (2) Raposinho Trambiqueiro# 2x (3) Cimitarra Curva# 2x (5) Cutelaria# AAECAaIHAoYJmqkDDrQBywPNA8YFiAf/pQO5uAOqywOfzQOK1AP31APf3QPn3QOB5AMA# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### Caçador de Demônios# Classe: Caçador de Demônios# Formato: Padrão# Ano da Fênix## 2x (1) Ajudante Motivada# 2x (1) Aprimorante Guardião# 2x (1) Carnífice de Batalha# 1x (1) Consumir Magia# 2x (1) Exaurir Mana# 2x (1) Iniciado Intrépido# 2x (1) Maga de Batalha Fulgurante# 2x (1) Mascote Demoníaco# 2x (1) Talho Duplo# 2x (2) Asumbra# 2x (2) Brigão Mascaosso# 2x (2) Neófita da Seita# 1x (2) Panthara Manáfago# 2x (3) Leitora Voraz# 2x (4) Fende-Medula# 2x (5) Adepto da Glaive Jurada# AAECAea5AwLUyAP7zgMO/acD+a4Di7oD4LwD174D3r4D98gD/sgD8skD3MwD0c0DgtADxtEDi9UDAA==# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone
600a5bf4d9ca200f90967179,2_Fernando#1308,AAECAaIHBLQBjAKaqQPZvgMNxgXUBYgH4gf/pQO5uAO6uAPPuQOqywOK1APf3QPn3QOB5AMA,AAECAR8CpLkDj+MDDqECqALJBJIF2wn+DPOnA/uvA4WwA6K5A/+6A5vNA6LOA7ThAwA=,AAECAea5AwLaxgPQ3QMO+a4Dh7oD17sD4LwDjb0D2cYD/MgD+84D/tEDxd0DzN0D194D8+MD9OMDAA==
600a5bf4d9ca200f90967179,2_min#12763,### ランプパラディン# クラス: パラディン# フォーマット: スタンダード# フェニックス年## 2x (1) 鎧売り# 2x (1) 空飛ぶほうき# 2x (2) カニライダー# 1x (2) マーガァ・マーガァグル# 2x (2) レッドスケールのドラゴン使い# 2x (2) ワンド職人# 2x (3) アンダーライトの釣り竿# 2x (3) マーロックの戦隊長# 2x (4) サーカスの融合体# 2x (4) 空を翔けるトビウオ# 1x (4) 時無きものノズドルム# 1x (4) 大修道院長アルーラ# 2x (8) 登場！マーロック鮮鯛# 2x (9) カーニバルのピエロ# 1x (10) ダークムーンうさぎ# 2x (10) 屑鉄山のコロッサス# 1x (10) 深き淵の神ン＝ゾス# 1x (10) 背徳の魔手ヤシャラージュ# AAECAaToAgaHrQP8uAPD0QOb2AP83gO94QMMpwibqQP7uAPzuwOVzQP+0QOH1AP+2wP53gP03wOR5AOS5AMA# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ,AAECAaIHAA+0AYwC1AWIB+IHhgn/pQO5uAPPuQOqywOK1AP31APn3QOB5AOR5AMA,### 激怒ウォリアー# クラス: ウォリアー# フォーマット: スタンダード# フェニックス年## 2x (0) 内なる怒り# 1x (1) ニトロブースト毒# 2x (1) 空の略奪者# 2x (1) 扇動する船頭# 2x (1) 名誉の盾# 1x (2) 海賊の隠し武器# 2x (2) 鎧職人# 2x (2) 狂瀾怒濤# 1x (3) イカリ# 2x (3) ウォーモールの挑戦者# 1x (3) ロード・バロフ# 2x (3) 血盟の傭兵# 2x (3) 爆弾ラングラー# 1x (4) コルクロンの精鋭# 2x (4) 剣食い男# 1x (4) 死神の大鎌# 2x (5) 斧刀講# 2x (7) 血気の拳鬼# AAECAaPLAwYc3q0DwLkD48wDk9ADgeQDDBaQA9QE3KkD3a0DpLYDq7YDu7kDnLsDkdAD99QDtd4DAA==# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ
600a5bf4d9ca200f90967179,2_まるばつ#1982,### OTK# クラス: デーモンハンター# フォーマット: スタンダード# フェニックス年## 2x (1) イセリアル改造屋# 2x (1) イリダン党の予習# 2x (1) フェルスクリームブラスト# 2x (1) フェル学# 2x (1) 二段ジャンプ# 1x (2) ブラッドメイジ・サルノス# 2x (2) モアーグの加工師# 2x (2) 火葬のオーラ# 2x (2) 混沌一閃# 2x (2) 酸性沼ウーズ# 2x (2) 霊視力# 2x (3) アルドラキ・ウォーブレード# 1x (3) 御魂斬り# 2x (3) 魔眼光# 1x (4) イルギノス# 1x (4) 激昂のフェルスクリーマー# 2x (6) グルダンの髑髏# AAECAZvoAwTtBb27A4TDA9DdAw2KB4e6A9e7A+C+A+m+A8fGA9nGA9XIA9bRA87SA93TA8fdA/PjAwA=# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ,### あぐろ# クラス: ローグ# フォーマット: スタンダード# フェニックス年## 2x (0) 死角からの一刺し# 2x (0) 段取り# 2x (1) ウォーゲンのスパイ# 2x (1) スパイミストレス# 2x (1) ニトロブースト毒# 2x (1) 南海の甲板員# 2x (1) 秘密の通路# 2x (2) カニライダー# 2x (2) ペテン# 2x (2) 日陰草の非行生徒# 2x (2) 腹裂き# 2x (2) 冷血# 2x (3) グレイハート族の賢者# 2x (3) 鉤付きシミター# 2x (5) 斧刀講# AAECAd75AwAPtAGMAtQFiAfiB4YJ/6UDubgDz7kDqssDitQD99QD590DgeQDkeQDAA==# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ,### トークン# クラス: ドルイド# フォーマット: スタンダード# フェニックス年## 2x (0) 電光刹花# 2x (1) カワイイ侵入者# 2x (1) チビクッチャベラー# 2x (1) 自然学の予習# 2x (1) 遊げ木隊# 2x (2) ドリームウェイの守護者# 2x (2) 日蝕# 2x (2) 鳳翼天翔# 2x (2) 野生の力# 2x (3) ハチだァーッ！！！# 2x (3) 菌々財宝# 2x (3) 獰猛な咆哮# 2x (4) 森の魂# 2x (5) グローフライの群れ# 2x (5) 草攻凶花# AAECAbSKAwAP/QL3A+YFypwDr6ID/60D+bUD5boD77oD+cwDm84DudID8NQDiuADjOQDAA==# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ
